# GENERATED FILE - DO NOT EDIT BY HAND.
# Source: Android SDK 37.0 org/ccil/cowan/tagsoup/HTMLSchema.java
# Source SHA-256: de0c852e37a571bae0805af2fd8718686d1a090ecba9c21ae7c9bfd7c7c22f13
# Copyright 2002-2008 John Cowan; licensed under Apache License 2.0.
# Contract: preserve source order; one case-sensitive name and scalar per tab-separated row.
# Regenerate: extract entity("NAME", 0xSCALAR) calls from that exact pinned source.
Barv	2AE7
barvee	22BD
Barwed	2306
barwed	2305
barwedge	2305
bbrk	23B5
bbrktbrk	23B6
bcong	224C
Bcy	0411
bcy	0431
bdquo	201E
becaus	2235
because	2235
bemptyv	29B0
bepsi	03F6
bernou	212C
Bernoullis	212C
Beta	0392
beta	03B2
beth	2136
between	226C
Bfr	1D505
bfr	1D51F
Bgr	0392
bgr	03B2
bigcap	22C2
bigcirc	25EF
bigcup	22C3
bigodot	2A00
bigoplus	2A01
bigotimes	2A02
bigsqcup	2A06
bigstar	2605
bigtriangledown	25BD
bigtriangleup	25B3
biguplus	2A04
bigvee	22C1
bigwedge	22C0
bkarow	290D
blacklozenge	29EB
blacksquare	25AA
blacktriangle	25B4
blacktriangledown	25BE
blacktriangleleft	25C2
blacktriangleright	25B8
blank	2423
blk12	2592
blk14	2591
blk34	2593
block	2588
bNot	2AED
bnot	2310
Bopf	1D539
bopf	1D553
bot	22A5
bottom	22A5
bowtie	22C8
boxbox	29C9
boxDL	2557
boxDl	2556
boxdL	2555
boxdl	2510
boxDR	2554
boxDr	2553
boxdR	2552
boxdr	250C
boxH	2550
boxh	2500
boxHD	2566
boxHd	2564
boxhD	2565
boxhd	252C
boxHU	2569
boxHu	2567
boxhU	2568
boxhu	2534
boxminus	229F
boxplus	229E
boxtimes	22A0
boxUL	255D
boxUl	255C
boxuL	255B
boxul	2518
boxUR	255A
boxUr	2559
boxuR	2558
boxur	2514
boxV	2551
boxv	2502
boxVH	256C
boxVh	256B
boxvH	256A
boxvh	253C
boxVL	2563
boxVl	2562
boxvL	2561
boxvl	2524
boxVR	2560
boxVr	255F
boxvR	255E
boxvr	251C
bprime	2035
breve	02D8
brvbar	00A6
Bscr	212C
bscr	1D4B7
bsemi	204F
bsim	223D
bsime	22CD
bsol	005C
bsolb	29C5
bull	2022
bullet	2022
bump	224E
bumpE	2AAE
bumpe	224F
Bumpeq	224E
bumpeq	224F
Cacute	0106
cacute	0107
Cap	22D2
cap	2229
capand	2A44
capbrcup	2A49
capcap	2A4B
capcup	2A47
capdot	2A40
CapitalDifferentialD	2145
caret	2041
caron	02C7
Cayleys	212D
ccaps	2A4D
Ccaron	010C
ccaron	010D
Ccedil	00C7
ccedil	00E7
Ccirc	0108
ccirc	0109
Cconint	2230
ccups	2A4C
ccupssm	2A50
Cdot	010A
cdot	010B
cedil	00B8
Cedilla	00B8
cemptyv	29B2
cent	00A2
centerdot	00B7
Cfr	212D
cfr	1D520
CHcy	0427
chcy	0447
check	2713
checkmark	2713
Chi	03A7
chi	03C7
cir	25CB
circ	02C6
circeq	2257
circlearrowleft	21BA
circlearrowright	21BB
circledast	229B
circledcirc	229A
circleddash	229D
CircleDot	2299
circledR	00AE
circledS	24C8
CircleMinus	2296
CirclePlus	2295
CircleTimes	2297
cirE	29C3
cire	2257
cirfnint	2A10
cirmid	2AEF
cirscir	29C2
ClockwiseContourIntegral	2232
CloseCurlyDoubleQuote	201D
CloseCurlyQuote	2019
clubs	2663
clubsuit	2663
Colon	2237
colon	003A
Colone	2A74
colone	2254
coloneq	2254
comma	002C
commat	0040
comp	2201
compfn	2218
complement	2201
complexes	2102
cong	2245
congdot	2A6D
Congruent	2261
Conint	222F
conint	222E
ContourIntegral	222E
Copf	2102
copf	1D554
coprod	2210
Coproduct	2210
copy	00A9
copysr	2117
CounterClockwiseContourIntegral	2233
crarr	21B5
Cross	2A2F
cross	2717
Cscr	1D49E
cscr	1D4B8
csub	2ACF
csube	2AD1
csup	2AD0
csupe	2AD2
ctdot	22EF
cudarrl	2938
cudarrr	2935
cuepr	22DE
cuesc	22DF
cularr	21B6
cularrp	293D
Cup	22D3
cup	222A
cupbrcap	2A48
CupCap	224D
cupcap	2A46
cupcup	2A4A
cupdot	228D
cupor	2A45
curarr	21B7
curarrm	293C
curlyeqprec	22DE
curlyeqsucc	22DF
curlyvee	22CE
curlywedge	22CF
curren	00A4
curvearrowleft	21B6
curvearrowright	21B7
cuvee	22CE
cuwed	22CF
cwconint	2232
cwint	2231
cylcty	232D
Dagger	2021
dagger	2020
daleth	2138
Darr	21A1
dArr	21D3
darr	2193
dash	2010
Dashv	2AE4
dashv	22A3
dbkarow	290F
dblac	02DD
Dcaron	010E
dcaron	010F
Dcy	0414
dcy	0434
DD	2145
dd	2146
ddagger	2021
ddarr	21CA
DDotrahd	2911
ddotseq	2A77
deg	00B0
Del	2207
Delta	0394
delta	03B4
demptyv	29B1
dfisht	297F
Dfr	1D507
dfr	1D521
Dgr	0394
dgr	03B4
dHar	2965
dharl	21C3
dharr	21C2
DiacriticalAcute	00B4
DiacriticalDot	02D9
DiacriticalDoubleAcute	02DD
DiacriticalGrave	0060
DiacriticalTilde	02DC
diam	22C4
diamond	22C4
diamondsuit	2666
diams	2666
die	00A8
DifferentialD	2146
digamma	03DD
disin	22F2
div	00F7
divide	00F7
divideontimes	22C7
divonx	22C7
DJcy	0402
djcy	0452
dlcorn	231E
dlcrop	230D
dollar	0024
Dopf	1D53B
dopf	1D555
Dot	00A8
dot	02D9
doteq	2250
doteqdot	2251
DotEqual	2250
dotminus	2238
dotplus	2214
dotsquare	22A1
doublebarwedge	2306
DoubleContourIntegral	222F
DoubleDot	00A8
DoubleDownArrow	21D3
DoubleLeftArrow	21D0
DoubleLeftRightArrow	21D4
DoubleLeftTee	2AE4
DoubleLongLeftArrow	27F8
DoubleLongLeftRightArrow	27FA
DoubleLongRightArrow	27F9
DoubleRightArrow	21D2
DoubleRightTee	22A8
DoubleUpArrow	21D1
DoubleUpDownArrow	21D5
DoubleVerticalBar	2225
Downarrow	21D3
downarrow	2193
DownArrowBar	2913
DownArrowUpArrow	21F5
downdownarrows	21CA
downharpoonleft	21C3
downharpoonright	21C2
DownLeftRightVector	2950
DownLeftTeeVector	295E
DownLeftVector	21BD
DownLeftVectorBar	2956
DownRightTeeVector	295F
DownRightVector	21C1
DownRightVectorBar	2957
DownTee	22A4
DownTeeArrow	21A7
drbkarow	2910
drcorn	231F
drcrop	230C
Dscr	1D49F
dscr	1D4B9
DScy	0405
dscy	0455
dsol	29F6
Dstrok	0110
dstrok	0111
dtdot	22F1
dtri	25BF
dtrif	25BE
duarr	21F5
duhar	296F
dwangle	29A6
DZcy	040F
dzcy	045F
dzigrarr	27FF
Eacgr	0388
eacgr	03AD
Eacute	00C9
eacute	00E9
easter	2A6E
Ecaron	011A
ecaron	011B
ecir	2256
Ecirc	00CA
ecirc	00EA
ecolon	2255
Ecy	042D
ecy	044D
eDDot	2A77
Edot	0116
eDot	2251
edot	0117
ee	2147
EEacgr	0389
eeacgr	03AE
EEgr	0397
eegr	03B7
efDot	2252
Efr	1D508
efr	1D522
eg	2A9A
Egr	0395
egr	03B5
Egrave	00C8
egrave	00E8
egs	2A96
egsdot	2A98
el	2A99
Element	2208
elinters	23E7
ell	2113
els	2A95
elsdot	2A97
Emacr	0112
emacr	0113
empty	2205
emptyset	2205
EmptySmallSquare	25FB
emptyv	2205
EmptyVerySmallSquare	25AB
emsp	2003
emsp13	2004
emsp14	2005
ENG	014A
eng	014B
ensp	2002
Eogon	0118
eogon	0119
Eopf	1D53C
eopf	1D556
epar	22D5
eparsl	29E3
eplus	2A71
epsi	03F5
Epsilon	0395
epsilon	03B5
epsiv	03B5
eqcirc	2256
eqcolon	2255
eqsim	2242
eqslantgtr	2A96
eqslantless	2A95
Equal	2A75
equals	003D
EqualTilde	2242
equest	225F
Equilibrium	21CC
equiv	2261
equivDD	2A78
eqvparsl	29E5
erarr	2971
erDot	2253
Escr	2130
escr	212F
esdot	2250
Esim	2A73
esim	2242
Eta	0397
eta	03B7
ETH	00D0
eth	00F0
Euml	00CB
euml	00EB
euro	20AC
excl	0021
exist	2203
Exists	2203
expectation	2130
exponentiale	2147
fallingdotseq	2252
Fcy	0424
fcy	0444
female	2640
ffilig	FB03
fflig	FB00
ffllig	FB04
Ffr	1D509
ffr	1D523
filig	FB01
FilledSmallSquare	25FC
FilledVerySmallSquare	25AA
flat	266D
fllig	FB02
fltns	25B1
fnof	0192
Fopf	1D53D
fopf	1D557
forall	2200
fork	22D4
forkv	2AD9
Fouriertrf	2131
fpartint	2A0D
frac12	00BD
frac13	2153
frac14	00BC
frac15	2155
frac16	2159
frac18	215B
frac23	2154
frac25	2156
frac34	00BE
frac35	2157
frac38	215C
frac45	2158
frac56	215A
frac58	215D
frac78	215E
frasl	2044
frown	2322
Fscr	2131
fscr	1D4BB
gacute	01F5
Gamma	0393
gamma	03B3
Gammad	03DC
gammad	03DD
gap	2A86
Gbreve	011E
gbreve	011F
Gcedil	0122
Gcirc	011C
gcirc	011D
Gcy	0413
gcy	0433
Gdot	0120
gdot	0121
gE	2267
ge	2265
gEl	2A8C
gel	22DB
geq	2265
geqq	2267
geqslant	2A7E
ges	2A7E
gescc	2AA9
gesdot	2A80
gesdoto	2A82
gesdotol	2A84
gesles	2A94
Gfr	1D50A
gfr	1D524
Gg	22D9
gg	226B
ggg	22D9
Ggr	0393
ggr	03B3
gimel	2137
GJcy	0403
gjcy	0453
gl	2277
gla	2AA5
glE	2A92
glj	2AA4
gnap	2A8A
gnapprox	2A8A
gnE	2269
gne	2A88
gneq	2A88
gneqq	2269
gnsim	22E7
Gopf	1D53E
gopf	1D558
grave	0060
GreaterEqual	2265
GreaterEqualLess	22DB
GreaterFullEqual	2267
GreaterGreater	2AA2
GreaterLess	2277
GreaterSlantEqual	2A7E
GreaterTilde	2273
Gscr	1D4A2
gscr	210A
gsim	2273
gsime	2A8E
gsiml	2A90
Gt	226B
gt	003E
gtcc	2AA7
gtcir	2A7A
gtdot	22D7
gtlPar	2995
gtquest	2A7C
gtrapprox	2A86
gtrarr	2978
gtrdot	22D7
gtreqless	22DB
gtreqqless	2A8C
gtrless	2277
gtrsim	2273
Hacek	02C7
hairsp	200A
half	00BD
hamilt	210B
HARDcy	042A
hardcy	044A
hArr	21D4
harr	2194
harrcir	2948
harrw	21AD
Hat	005E
hbar	210F
Hcirc	0124
hcirc	0125
hearts	2665
heartsuit	2665
hellip	2026
hercon	22B9
Hfr	210C
hfr	1D525
HilbertSpace	210B
hksearow	2925
hkswarow	2926
hoarr	21FF
homtht	223B
hookleftarrow	21A9
hookrightarrow	21AA
Hopf	210D
hopf	1D559
horbar	2015
HorizontalLine	2500
Hscr	210B
hscr	1D4BD
hslash	210F
Hstrok	0126
hstrok	0127
HumpDownHump	224E
HumpEqual	224F
hybull	2043
hyphen	2010
Iacgr	038A
iacgr	03AF
Iacute	00CD
iacute	00ED
ic	2063
Icirc	00CE
icirc	00EE
Icy	0418
icy	0438
idiagr	0390
Idigr	03AA
idigr	03CA
Idot	0130
IEcy	0415
iecy	0435
iexcl	00A1
iff	21D4
Ifr	2111
ifr	1D526
Igr	0399
igr	03B9
Igrave	00CC
igrave	00EC
ii	2148
iiiint	2A0C
iiint	222D
iinfin	29DC
iiota	2129
IJlig	0132
ijlig	0133
Im	2111
Imacr	012A
imacr	012B
image	2111
ImaginaryI	2148
imagline	2110
imagpart	2111
imath	0131
imof	22B7
imped	01B5
Implies	21D2
in	2208
incare	2105
infin	221E
infintie	29DD
inodot	0131
Int	222C
int	222B
intcal	22BA
integers	2124
Integral	222B
intercal	22BA
Intersection	22C2
intlarhk	2A17
intprod	2A3C
InvisibleComma	2063
InvisibleTimes	2062
IOcy	0401
iocy	0451
Iogon	012E
iogon	012F
Iopf	1D540
iopf	1D55A
Iota	0399
iota	03B9
iprod	2A3C
iquest	00BF
Iscr	2110
iscr	1D4BE
isin	2208
isindot	22F5
isinE	22F9
isins	22F4
isinsv	22F3
isinv	2208
it	2062
Itilde	0128
itilde	0129
Iukcy	0406
iukcy	0456
Iuml	00CF
iuml	00EF
Jcirc	0134
jcirc	0135
Jcy	0419
jcy	0439
Jfr	1D50D
jfr	1D527
jmath	0237
Jopf	1D541
jopf	1D55B
Jscr	1D4A5
jscr	1D4BF
Jsercy	0408
jsercy	0458
Jukcy	0404
jukcy	0454
Kappa	039A
kappa	03BA
kappav	03F0
Kcedil	0136
kcedil	0137
Kcy	041A
kcy	043A
Kfr	1D50E
kfr	1D528
Kgr	039A
kgr	03BA
kgreen	0138
KHcy	0425
khcy	0445
KHgr	03A7
khgr	03C7
KJcy	040C
kjcy	045C
Kopf	1D542
kopf	1D55C
Kscr	1D4A6
kscr	1D4C0
lAarr	21DA
Lacute	0139
lacute	013A
laemptyv	29B4
lagran	2112
Lambda	039B
lambda	03BB
Lang	27EA
lang	2329
langd	2991
langle	2329
lap	2A85
Laplacetrf	2112
laquo	00AB
Larr	219E
lArr	21D0
larr	2190
larrb	21E4
larrbfs	291F
larrfs	291D
larrhk	21A9
larrlp	21AB
larrpl	2939
larrsim	2973
larrtl	21A2
lat	2AAB
lAtail	291B
latail	2919
late	2AAD
lBarr	290E
lbarr	290C
lbbrk	2997
lbrace	007B
lbrack	005B
lbrke	298B
lbrksld	298F
lbrkslu	298D
Lcaron	013D
lcaron	013E
Lcedil	013B
lcedil	013C
lceil	2308
lcub	007B
Lcy	041B
lcy	043B
ldca	2936
ldquo	201C
ldquor	201E
ldrdhar	2967
ldrushar	294B
ldsh	21B2
lE	2266
le	2264
LeftAngleBracket	2329
Leftarrow	21D0
leftarrow	2190
LeftArrowBar	21E4
LeftArrowRightArrow	21C6
leftarrowtail	21A2
LeftCeiling	2308
LeftDoubleBracket	27E6
LeftDownTeeVector	2961
LeftDownVector	21C3
LeftDownVectorBar	2959
LeftFloor	230A
leftharpoondown	21BD
leftharpoonup	21BC
leftleftarrows	21C7
Leftrightarrow	21D4
leftrightarrow	2194
leftrightarrows	21C6
leftrightharpoons	21CB
leftrightsquigarrow	21AD
LeftRightVector	294E
LeftTee	22A3
LeftTeeArrow	21A4
LeftTeeVector	295A
leftthreetimes	22CB
LeftTriangle	22B2
LeftTriangleBar	29CF
LeftTriangleEqual	22B4
LeftUpDownVector	2951
LeftUpTeeVector	2960
LeftUpVector	21BF
LeftUpVectorBar	2958
LeftVector	21BC
LeftVectorBar	2952
lEg	2A8B
leg	22DA
leq	2264
leqq	2266
leqslant	2A7D
les	2A7D
lescc	2AA8
lesdot	2A7F
lesdoto	2A81
lesdotor	2A83
lesges	2A93
lessapprox	2A85
lessdot	22D6
lesseqgtr	22DA
lesseqqgtr	2A8B
LessEqualGreater	22DA
LessFullEqual	2266
LessGreater	2276
lessgtr	2276
LessLess	2AA1
lesssim	2272
LessSlantEqual	2A7D
LessTilde	2272
lfisht	297C
lfloor	230A
Lfr	1D50F
lfr	1D529
lg	2276
lgE	2A91
Lgr	039B
lgr	03BB
lHar	2962
lhard	21BD
lharu	21BC
lharul	296A
lhblk	2584
LJcy	0409
ljcy	0459
Ll	22D8
ll	226A
llarr	21C7
llcorner	231E
Lleftarrow	21DA
llhard	296B
lltri	25FA
Lmidot	013F
lmidot	0140
lmoust	23B0
lmoustache	23B0
lnap	2A89
lnapprox	2A89
lnE	2268
lne	2A87
lneq	2A87
lneqq	2268
lnsim	22E6
loang	27EC
loarr	21FD
lobrk	27E6
Longleftarrow	27F8
longleftarrow	27F5
Longleftrightarrow	27FA
longleftrightarrow	27F7
longmapsto	27FC
Longrightarrow	27F9
longrightarrow	27F6
looparrowleft	21AB
looparrowright	21AC
lopar	2985
Lopf	1D543
lopf	1D55D
loplus	2A2D
lotimes	2A34
lowast	2217
lowbar	005F
LowerLeftArrow	2199
LowerRightArrow	2198
loz	25CA
lozenge	25CA
lozf	29EB
lpar	0028
lparlt	2993
lrarr	21C6
lrcorner	231F
lrhar	21CB
lrhard	296D
lrm	200E
lrtri	22BF
lsaquo	2039
Lscr	2112
lscr	1D4C1
lsh	21B0
lsim	2272
lsime	2A8D
lsimg	2A8F
lsqb	005B
lsquo	2018
lsquor	201A
Lstrok	0141
lstrok	0142
Lt	226A
lt	003C
ltcc	2AA6
ltcir	2A79
ltdot	22D6
lthree	22CB
ltimes	22C9
ltlarr	2976
ltquest	2A7B
ltri	25C3
ltrie	22B4
ltrif	25C2
ltrPar	2996
lurdshar	294A
luruhar	2966
macr	00AF
male	2642
malt	2720
maltese	2720
Map	2905
map	21A6
mapsto	21A6
mapstodown	21A7
mapstoleft	21A4
mapstoup	21A5
marker	25AE
mcomma	2A29
Mcy	041C
mcy	043C
mdash	2014
mDDot	223A
measuredangle	2221
MediumSpace	205F
Mellintrf	2133
Mfr	1D510
mfr	1D52A
Mgr	039C
mgr	03BC
mho	2127
micro	00B5
mid	2223
midast	002A
midcir	2AF0
middot	00B7
minus	2212
minusb	229F
minusd	2238
minusdu	2A2A
MinusPlus	2213
mlcp	2ADB
mldr	2026
mnplus	2213
models	22A7
Mopf	1D544
mopf	1D55E
mp	2213
Mscr	2133
mscr	1D4C2
mstpos	223E
Mu	039C
mu	03BC
multimap	22B8
mumap	22B8
nabla	2207
Nacute	0143
nacute	0144
nap	2249
napos	0149
napprox	2249
natur	266E
natural	266E
naturals	2115
nbsp	00A0
ncap	2A43
Ncaron	0147
ncaron	0148
Ncedil	0145
ncedil	0146
ncong	2247
ncup	2A42
Ncy	041D
ncy	043D
ndash	2013
ne	2260
nearhk	2924
neArr	21D7
nearr	2197
nearrow	2197
NegativeMediumSpace	200B
NegativeThickSpace	200B
NegativeThinSpace	200B
NegativeVeryThinSpace	200B
nequiv	2262
nesear	2928
NestedGreaterGreater	226B
NestedLessLess	226A
NewLine	000A
nexist	2204
nexists	2204
Nfr	1D511
nfr	1D52B
nge	2271
ngeq	2271
Ngr	039D
ngr	03BD
ngsim	2275
ngt	226F
ngtr	226F
nhArr	21CE
nharr	21AE
nhpar	2AF2
ni	220B
nis	22FC
nisd	22FA
niv	220B
NJcy	040A
njcy	045A
nlArr	21CD
nlarr	219A
nldr	2025
nle	2270
nLeftarrow	21CD
nleftarrow	219A
nLeftrightarrow	21CE
nleftrightarrow	21AE
nleq	2270
nless	226E
nlsim	2274
nlt	226E
nltri	22EA
nltrie	22EC
nmid	2224
NoBreak	2060
NonBreakingSpace	00A0
Nopf	2115
nopf	1D55F
Not	2AEC
not	00AC
NotCongruent	2262
NotCupCap	226D
NotDoubleVerticalBar	2226
NotElement	2209
NotEqual	2260
NotExists	2204
NotGreater	226F
NotGreaterEqual	2271
NotGreaterLess	2279
NotGreaterTilde	2275
notin	2209
notinva	2209
notinvb	22F7
notinvc	22F6
NotLeftTriangle	22EA
NotLeftTriangleEqual	22EC
NotLess	226E
NotLessEqual	2270
NotLessGreater	2278
NotLessTilde	2274
notni	220C
notniva	220C
notnivb	22FE
notnivc	22FD
NotPrecedes	2280
NotPrecedesSlantEqual	22E0
NotReverseElement	220C
NotRightTriangle	22EB
NotRightTriangleEqual	22ED
NotSquareSubsetEqual	22E2
NotSquareSupersetEqual	22E3
NotSubsetEqual	2288
NotSucceeds	2281
NotSucceedsSlantEqual	22E1
NotSupersetEqual	2289
NotTilde	2241
NotTildeEqual	2244
NotTildeFullEqual	2247
NotTildeTilde	2249
NotVerticalBar	2224
npar	2226
nparallel	2226
npolint	2A14
npr	2280
nprcue	22E0
nprec	2280
nrArr	21CF
nrarr	219B
nRightarrow	21CF
nrightarrow	219B
nrtri	22EB
nrtrie	22ED
nsc	2281
nsccue	22E1
Nscr	1D4A9
nscr	1D4C3
nshortmid	2224
nshortparallel	2226
nsim	2241
nsime	2244
nsimeq	2244
nsmid	2224
nspar	2226
nsqsube	22E2
nsqsupe	22E3
nsub	2284
nsube	2288
nsubseteq	2288
nsucc	2281
nsup	2285
nsupe	2289
nsupseteq	2289
ntgl	2279
Ntilde	00D1
ntilde	00F1
ntlg	2278
ntriangleleft	22EA
ntrianglelefteq	22EC
ntriangleright	22EB
ntrianglerighteq	22ED
Nu	039D
nu	03BD
num	0023
numero	2116
numsp	2007
nVDash	22AF
nVdash	22AE
nvDash	22AD
nvdash	22AC
nvHarr	2904
nvinfin	29DE
nvlArr	2902
nvrArr	2903
nwarhk	2923
nwArr	21D6
nwarr	2196
nwarrow	2196
nwnear	2927
Oacgr	038C
oacgr	03CC
Oacute	00D3
oacute	00F3
oast	229B
ocir	229A
Ocirc	00D4
ocirc	00F4
Ocy	041E
ocy	043E
odash	229D
Odblac	0150
odblac	0151
odiv	2A38
odot	2299
odsold	29BC
OElig	0152
oelig	0153
ofcir	29BF
Ofr	1D512
ofr	1D52C
ogon	02DB
Ogr	039F
ogr	03BF
Ograve	00D2
ograve	00F2
ogt	29C1
OHacgr	038F
ohacgr	03CE
ohbar	29B5
OHgr	03A9
ohgr	03C9
ohm	2126
oint	222E
olarr	21BA
olcir	29BE
olcross	29BB
oline	203E
olt	29C0
Omacr	014C
omacr	014D
Omega	03A9
omega	03C9
Omicron	039F
omicron	03BF
omid	29B6
ominus	2296
Oopf	1D546
oopf	1D560
opar	29B7
OpenCurlyDoubleQuote	201C
OpenCurlyQuote	2018
operp	29B9
oplus	2295
Or	2A54
or	2228
orarr	21BB
ord	2A5D
order	2134
orderof	2134
ordf	00AA
ordm	00BA
origof	22B6
oror	2A56
orslope	2A57
orv	2A5B
oS	24C8
Oscr	1D4AA
oscr	2134
Oslash	00D8
oslash	00F8
osol	2298
Otilde	00D5
otilde	00F5
Otimes	2A37
otimes	2297
otimesas	2A36
Ouml	00D6
ouml	00F6
ovbar	233D
OverBar	00AF
OverBrace	FE37
OverBracket	23B4
OverParenthesis	FE35
par	2225
para	00B6
parallel	2225
parsim	2AF3
parsl	2AFD
part	2202
PartialD	2202
Pcy	041F
pcy	043F
percnt	0025
period	002E
permil	2030
perp	22A5
pertenk	2031
Pfr	1D513
pfr	1D52D
Pgr	03A0
pgr	03C0
PHgr	03A6
phgr	03C6
Phi	03A6
phi	03D5
phiv	03C6
phmmat	2133
phone	260E
Pi	03A0
pi	03C0
pitchfork	22D4
piv	03D6
planck	210F
planckh	210E
plankv	210F
plus	002B
plusacir	2A23
plusb	229E
pluscir	2A22
plusdo	2214
plusdu	2A25
pluse	2A72
PlusMinus	00B1
plusmn	00B1
plussim	2A26
plustwo	2A27
pm	00B1
Poincareplane	210C
pointint	2A15
Popf	2119
popf	1D561
pound	00A3
Pr	2ABB
pr	227A
prap	2AB7
prcue	227C
prE	2AB3
pre	2AAF
prec	227A
precapprox	2AB7
preccurlyeq	227C
Precedes	227A
PrecedesEqual	2AAF
PrecedesSlantEqual	227C
PrecedesTilde	227E
preceq	2AAF
precnapprox	2AB9
precneqq	2AB5
precnsim	22E8
precsim	227E
Prime	2033
prime	2032
primes	2119
prnap	2AB9
prnE	2AB5
prnsim	22E8
prod	220F
Product	220F
profalar	232E
profline	2312
profsurf	2313
prop	221D
Proportion	2237
Proportional	221D
propto	221D
prsim	227E
prurel	22B0
Pscr	1D4AB
pscr	1D4C5
PSgr	03A8
psgr	03C8
Psi	03A8
psi	03C8
puncsp	2008
Qfr	1D514
qfr	1D52E
qint	2A0C
Qopf	211A
qopf	1D562
qprime	2057
Qscr	1D4AC
qscr	1D4C6
quaternions	210D
quatint	2A16
quest	003F
questeq	225F
quot	0022
rAarr	21DB
race	29DA
Racute	0154
racute	0155
radic	221A
raemptyv	29B3
Rang	27EB
rang	232A
rangd	2992
range	29A5
rangle	232A
raquo	00BB
Rarr	21A0
rArr	21D2
rarr	2192
rarrap	2975
rarrb	21E5
rarrbfs	2920
rarrc	2933
rarrfs	291E
rarrhk	21AA
rarrlp	21AC
rarrpl	2945
rarrsim	2974
Rarrtl	2916
rarrtl	21A3
rarrw	219D
rAtail	291C
ratail	291A
ratio	2236
rationals	211A
RBarr	2910
rBarr	290F
rbarr	290D
rbbrk	2998
rbrace	007D
rbrack	005D
rbrke	298C
rbrksld	298E
rbrkslu	2990
Rcaron	0158
rcaron	0159
Rcedil	0156
rcedil	0157
rceil	2309
rcub	007D
Rcy	0420
rcy	0440
rdca	2937
rdldhar	2969
rdquo	201D
rdquor	201D
rdsh	21B3
Re	211C
real	211C
realine	211B
realpart	211C
reals	211D
rect	25AD
reg	00AE
ReverseElement	220B
ReverseEquilibrium	21CB
ReverseUpEquilibrium	296F
rfisht	297D
rfloor	230B
Rfr	211C
rfr	1D52F
Rgr	03A1
rgr	03C1
rHar	2964
rhard	21C1
rharu	21C0
rharul	296C
Rho	03A1
rho	03C1
rhov	03F1
RightAngleBracket	232A
Rightarrow	21D2
rightarrow	2192
RightArrowBar	21E5
RightArrowLeftArrow	21C4
rightarrowtail	21A3
RightCeiling	2309
RightDoubleBracket	27E7
RightDownTeeVector	295D
RightDownVector	21C2
RightDownVectorBar	2955
RightFloor	230B
rightharpoondown	21C1
rightharpoonup	21C0
